serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
0,0.676195456,55,0,0.436665827,3970.0,10,1,1,0,0.0,8166.0
0,0.043032042,64,0,0.332016389,6833.0,14,0,2,0,0.0,6500.0
0,0.0,49,0,2932.0,4500.0,11,0,1,0,0.0,4500.0
0,0.7621585609999999,44,4,0.224465502,21000.0,5,0,1,0,3.0,4741.0
0,0.07873891599999999,46,0,0.166215372,4800.0,6,0,1,0,4.0,8533.0
0,0.137609462,49,0,0.429533892,7272.0,11,0,2,0,0.0,10166.0
0,0.007506793,60,0,1253.0,5800.0,8,0,1,0,1.0,5800.0
0,0.046640328,92,1,0.034326669,2650.0,13,0,0,0,0.0,6000.0
0,0.292365949,50,0,0.420180551,8750.0,8,0,2,0,0.0,6400.0
0,0.222696207,42,0,800.0,1.0,3,0,1,0,2.0,3100.0
0,0.017508178,73,1,0.13558915300000002,4166.0,12,0,1,0,0.0,6204.0
0,0.787522133,52,0,0.353860086,4416.0,12,0,0,0,1.0,4120.0
0,0.002856735,73,0,0.000285687,10500.0,10,0,0,0,0.0,11520.0
0,0.9999999,68,0,0.040493251,6000.0,0,0,0,0,0.0,4083.0
1,1.048210842,58,7,0.151956584,3500.0,12,0,0,0,0.0,4120.0
0,0.6343270560000001,49,1,0.123125125,15000.0,7,0,0,0,1.0,6700.0
0,0.0,63,0,0.007988921999999999,9387.0,9,0,0,0,0.0,9280.0
0,0.034645112,65,0,0.125189985,12500.0,4,0,1,0,1.0,9916.0
0,0.046710961,66,0,1.117952819,2500.0,12,0,1,0,0.0,6204.0
0,0.007982621,43,1,0.009691169,208333.0,11,0,1,0,1.0,4500.0
0,0.267541336,59,0,0.637607437,5700.0,13,0,2,0,1.0,12250.0
0,0.019779326,76,0,0.267149259,2900.0,9,0,0,0,0.0,9280.0
0,0.991667222,36,1,0.554878049,5411.0,10,0,2,0,1.0,4218.0
0,0.6914884179999999,42,0,0.272721679,16250.0,11,0,1,0,1.0,4500.0
0,0.260971034,57,0,5439.0,14000.0,16,0,3,0,0.0,14000.0
0,0.048244493,62,0,0.26287915300000003,16615.0,11,0,1,0,1.0,4500.0
0,0.144878408,66,0,0.28446242,8900.0,9,0,1,0,0.0,16000.0
0,0.547887778,29,1,0.24651504,2725.0,5,0,0,1,0.0,2708.0
0,0.6964116709999999,52,0,0.408871921,11000.0,11,0,1,0,4.0,4500.0
0,0.0,59,0,0.0,4200.0,7,0,0,0,1.0,6700.0
0,0.042606843,58,0,3976.0,10000.0,13,0,3,0,0.0,10000.0
0,0.022890604,37,0,0.288477299,6100.0,16,0,1,0,0.0,8800.0
0,0.155240525,52,0,0.483518065,6946.0,15,0,2,0,1.0,17897.0
0,0.6877790970000001,62,0,0.249471161,7090.0,15,0,0,0,0.0,0.0
0,0.033708851,41,0,0.408706353,6500.0,9,0,1,0,2.0,16000.0
0,0.0,55,1,0.388320836,4400.0,4,0,2,0,1.0,3000.0
0,0.053589282,87,0,0.001534331,5213.0,4,0,0,0,0.0,6263.0
0,0.203959597,46,0,0.072914726,16100.0,6,0,1,0,2.0,8533.0
0,0.9999999,30,0,0.090341011,5600.0,1,0,0,0,0.0,3534.0
1,0.635720859,68,1,0.218071277,25000.0,27,0,3,0,0.0,8400.0
0,0.0,58,0,8380.0,9985.0,20,0,5,0,0.0,9985.0
0,0.245841666,71,0,151.0,2708.0,5,0,0,0,0.0,2708.0
0,0.9999999,35,0,3388.0,3400.0,1,0,1,0,0.0,3400.0
0,0.028423247,59,0,0.033982276,14330.0,12,0,1,0,0.0,6204.0
0,0.186682782,30,0,0.698120752,2500.0,7,0,2,0,2.0,4000.0
0,0.457526639,51,0,0.333583302,8000.0,16,0,2,0,2.0,4050.0
0,0.7282181190000001,40,1,3878.0,4218.0,10,0,2,0,0.0,4218.0
0,0.013916922,54,0,0.017655818,4700.0,7,0,0,0,2.0,6700.0
0,0.292541492,74,0,0.164917541,2000.0,3,0,0,0,0.0,5166.0
0,0.186890655,54,0,0.655589124,3640.0,7,0,1,0,1.0,5500.0
0,0.903231566,57,0,0.13080895,5228.0,10,0,0,0,0.0,11520.0
0,0.017043518,43,0,0.10821382,2300.0,6,0,0,0,1.0,13000.0
0,0.060733396,61,0,0.008549573000000001,20000.0,8,0,0,0,0.0,1698.0
0,0.0005826480000000001,54,0,2028.0,8666.0,13,0,1,0,1.0,8666.0
0,0.267905614,76,0,0.285452994,8200.0,12,0,0,0,0.0,4120.0
0,0.7424360409999999,52,0,0.414081023,9700.0,10,0,2,0,0.0,4218.0
0,0.088845558,62,0,0.073772011,5394.0,5,0,0,0,0.0,2708.0
0,0.006666096999999999,27,0,0.000268637,7444.0,5,0,0,0,0.0,2708.0
0,0.026885902000000003,36,0,0.34487992100000003,11200.0,6,0,2,0,2.0,20000.0
0,0.265705207,56,0,0.259102536,31666.0,8,0,3,0,1.0,27000.0
0,0.020074662,36,0,0.334245422,4750.0,5,0,1,0,0.0,4741.0
1,0.733885463,49,2,0.369223765,8785.0,20,0,2,0,2.0,13600.0
0,0.063514422,57,0,2221.5,1.0,12,0,2,0,0.0,5350.0
0,0.03157211,39,0,0.644706486,3900.0,14,0,1,0,1.0,2249.0
0,0.686083014,57,0,0.16069592,11667.0,6,1,1,0,2.0,8533.0
0,0.006956358,52,0,0.0032786890000000004,2439.0,4,0,0,0,0.0,6263.0
0,0.073251754,51,0,0.446688128,10250.0,9,0,1,0,2.0,16000.0
0,0.431904058,63,0,0.41905226,8208.0,22,1,2,0,0.0,11250.0
0,0.008737352,68,0,0.209965006,6000.0,28,0,1,0,0.0,7010.0
0,0.24367426600000006,48,0,0.179979778,8900.0,10,0,1,0,6.0,8166.0
0,0.0,23,0,0.0,3500.0,1,0,0,0,1.0,3534.0
0,0.03423863,48,0,2045.0,3100.0,3,0,1,0,0.0,3100.0
0,0.50329934,55,0,0.454057468,3166.0,5,0,2,0,0.0,11883.0
0,0.069987933,33,0,0.114004783,3762.0,7,0,0,0,0.0,6700.0
0,0.003625197,78,0,726.0,5800.0,8,0,1,0,0.0,5800.0
0,0.9999999,33,1,0.257707218,5416.0,2,2,1,0,1.0,16583.0
0,0.201943642,46,0,0.394460554,10000.0,15,0,2,0,3.0,17897.0
0,0.07917821900000001,82,0,0.176964607,5000.0,3,0,1,0,0.0,3100.0
0,0.745173448,68,0,0.168767792,4917.0,4,0,1,0,0.0,9916.0
0,0.102031508,66,0,90.0,6263.0,4,0,0,0,0.0,6263.0
0,0.640927271,53,4,0.52409692,11266.0,17,0,2,0,3.0,10800.0
0,0.015054291,59,0,929.0,4500.0,11,0,1,0,2.0,4500.0
0,0.320593837,53,0,1.114622389,5600.0,14,0,1,0,1.0,2249.0
0,0.047587303,34,0,997.0,6263.0,4,0,0,0,0.0,6263.0
0,0.173428408,51,1,0.08626928199999999,5250.0,11,0,0,0,0.0,1833.0
0,0.067512585,43,0,0.44723563,9115.0,4,0,2,0,0.0,3000.0
0,0.19358480100000006,51,0,0.5327545379999999,3800.0,13,0,2,0,0.0,12250.0
0,0.485558448,51,0,0.09963548,6583.0,5,0,0,0,0.0,2708.0
0,0.090641506,69,0,0.016683266999999998,4015.0,2,0,0,0,0.0,3166.0
0,0.183676155,33,0,0.6605284229999999,2497.0,9,0,1,0,0.0,16000.0
1,0.8141545109999999,50,1,0.297139683,3600.0,8,0,1,1,1.0,5800.0
0,0.016406971,55,0,0.001785714,5599.0,3,0,0,0,2.0,5166.0
0,0.266371179,58,0,0.498488489,12900.0,12,0,1,0,2.0,6204.0
0,0.040186458,35,0,0.300839136,5600.0,8,0,2,0,1.0,6400.0
0,0.08663540900000001,40,0,887.0,0.0,8,0,1,0,1.0,5800.0
0,0.212768452,57,0,2301.0,10800.0,17,0,2,0,0.0,10800.0
0,1.2458471759999998,24,1,499.0,6263.0,4,1,0,0,0.0,6263.0
0,0.035113768,56,0,87.0,1833.0,11,0,0,0,0.0,1833.0
0,0.152250785,49,0,0.030774358,9000.0,3,0,0,0,0.0,5166.0
0,0.21288560000000006,66,0,0.35189178600000004,5100.0,10,0,1,0,0.0,8166.0
0,0.9999999,63,3,0.200843235,5217.0,5,0,1,1,4.0,4741.0
0,0.576284725,36,0,0.785404865,3000.0,10,0,1,0,1.0,8166.0
0,0.0,27,0,0.0,4500.0,5,0,0,0,0.0,2708.0
0,0.10680013,44,3,0.747375437,6000.0,8,0,3,0,2.0,27000.0
0,0.004552998,34,0,3.0,3166.0,2,0,0,0,0.0,3166.0
0,0.162077194,38,0,0.024885359,70000.0,6,0,1,0,2.0,8533.0
0,0.113165062,57,0,3169.0,8800.0,16,0,1,0,3.0,8800.0
0,0.0,75,0,0.5274314210000001,801.0,4,0,1,0,0.0,9916.0
0,0.043861767,69,0,0.064119265,6908.0,7,0,1,0,0.0,5500.0
0,0.9999999,55,1,0.138721351,4144.0,1,0,0,0,0.0,3534.0
0,0.000309046,49,0,562.0,8166.0,10,0,1,0,0.0,8166.0
0,0.159116246,91,0,0.184123484,1813.0,6,0,0,0,0.0,13000.0
0,0.8362940109999999,29,3,0.26017007600000003,4350.0,8,0,1,0,1.0,5800.0
0,0.0,51,0,0.238076192,10000.0,6,0,1,0,0.0,8533.0
0,0.002964536,67,0,0.349026844,16800.0,14,0,5,0,0.0,4000.0
0,0.996301651,39,2,0.306101912,10930.0,17,0,0,0,1.0,5342.0
0,0.019153961,49,0,0.201025979,33333.0,6,0,3,0,4.0,9700.0
0,0.008665510999999999,58,0,1.908629442,6500.0,17,0,5,0,0.0,20000.0
0,0.15574221300000002,39,0,723.0,0.0,13,0,0,0,2.0,6000.0
0,0.210442588,53,0,0.513602495,5770.0,10,0,2,0,1.0,4218.0
0,0.016995185,62,0,0.002301937,5212.0,4,0,0,0,0.0,6263.0
0,0.184476515,32,0,0.444956049,7166.0,11,0,2,0,0.0,10166.0
0,0.06906978400000001,71,0,1468.0,3100.0,3,0,1,0,0.0,3100.0
0,0.187090597,63,0,0.506873282,4000.0,10,0,2,0,1.0,4218.0
0,0.732202177,44,0,0.25857662800000003,12912.0,26,0,0,0,0.0,10500.0
0,0.65854007,55,0,0.489714904,5541.0,6,0,1,0,0.0,8533.0
0,0.057887851,56,0,0.238127698,4400.0,13,0,1,0,1.0,8666.0
0,0.021319787000000003,64,0,0.24496788,2334.0,13,0,1,0,0.0,8666.0
0,0.281880372,28,0,0.179975176,2416.0,7,0,0,0,0.0,6700.0
0,0.063062463,54,0,4659.0,11883.0,5,0,2,0,0.0,11883.0
0,0.0,53,0,2719.0,4741.0,5,0,1,0,0.0,4741.0
0,0.143316879,70,3,4294.0,10916.0,16,0,5,1,0.0,10916.0
0,0.007712359,69,0,0.15661446199999998,3000.0,6,0,0,0,0.0,13000.0
0,0.281115558,69,0,0.16218618099999998,4500.0,10,0,0,0,1.0,11520.0
0,0.133688867,49,0,0.093522183,4800.0,7,0,0,0,2.0,6700.0
1,1.248751249,33,0,0.17512032600000002,2700.0,3,2,0,0,0.0,5166.0
0,0.914867126,40,0,0.517037339,4900.0,7,0,1,0,1.0,5500.0
1,0.990764426,36,2,0.361340457,4117.0,4,0,0,0,1.0,6263.0
0,0.386084012,49,0,0.16645238699999998,11666.0,17,0,0,0,3.0,5342.0
0,0.529411765,26,1,0.017052375,820.0,1,0,0,0,0.0,3534.0
0,0.106517279,40,0,0.263151915,8800.0,17,0,3,0,4.0,8168.0
0,0.07953842,53,0,2958.0,16000.0,9,0,1,0,2.0,16000.0
0,0.003938695,75,0,0.199949219,7876.0,11,0,2,0,0.0,10166.0
0,0.035670256000000004,62,0,0.427674963,9401.0,9,0,4,0,0.0,7000.0
0,0.046747539000000005,60,0,1.012368584,3233.0,13,0,2,0,0.0,12250.0
0,0.001019592,83,0,0.00019996,5000.0,10,0,0,0,0.0,11520.0
0,0.7592865809999999,41,1,0.408475574,1698.0,4,0,0,0,1.0,6263.0
0,0.049082484,63,2,0.361938937,16441.0,12,0,1,0,1.0,6204.0
0,0.238016933,58,0,0.601017347,7666.0,5,0,3,0,0.0,8550.0
0,0.410946459,56,0,0.712194056,4575.0,16,0,1,0,0.0,8800.0
0,0.37504998,64,0,0.011195522,2500.0,4,0,0,0,0.0,6263.0
0,0.312877738,36,0,0.23072116,8000.0,28,0,0,0,0.0,6000.0
0,0.714892819,34,1,0.870354941,6000.0,8,0,1,0,0.0,5800.0
0,0.471803323,60,0,0.365787835,9633.0,12,0,1,0,1.0,6204.0
0,0.249922521,63,2,0.25431323100000003,19416.0,18,0,2,0,1.0,11300.0
0,0.0,55,0,0.369192131,7166.0,7,0,3,0,1.0,11414.0
0,0.228591229,38,1,0.181233062,2951.0,4,0,0,0,0.0,6263.0
0,0.9999999,32,0,0.13271682099999998,4000.0,1,0,0,0,1.0,3534.0
0,0.917428326,66,1,2410.0,4000.0,7,1,2,0,0.0,4000.0
0,0.004680652,29,0,0.057388522,5000.0,4,0,0,0,0.0,6263.0
0,0.4275909000000001,39,0,0.342354782,10862.0,14,1,2,0,0.0,6500.0
1,1.008506531,58,3,3265.0,8000.0,20,0,0,1,0.0,8000.0
0,0.994428754,42,0,2336.0,0.0,11,0,2,0,3.0,10166.0
0,0.5561429720000001,58,0,0.177274242,3000.0,2,0,0,0,0.0,3166.0
0,0.020390558,79,0,0.225861336,2350.0,5,0,0,0,0.0,2708.0
1,0.962946947,50,0,0.68127587,4106.0,8,0,1,1,0.0,5800.0
0,0.255610417,54,0,0.528550512,3414.0,9,0,1,0,1.0,16000.0
0,0.9999999,24,0,0.0,3833.0,1,0,0,0,0.0,3534.0
0,0.682708972,41,4,0.38708711,13350.0,8,0,4,0,1.0,9100.0
0,0.013105862,76,0,736.0,10000.0,15,0,1,0,0.0,10000.0
0,0.0,87,0,2.0,3166.0,2,0,0,0,0.0,3166.0
0,0.003550639000000001,73,0,415.0,1833.0,11,0,0,0,0.0,1833.0
0,0.011343376,85,0,13.0,2708.0,5,0,0,0,0.0,2708.0
0,0.626266154,56,0,0.142385321,5449.0,5,0,0,0,0.0,2708.0
0,0.001876594,79,0,0.01332778,2400.0,10,0,0,0,0.0,11520.0
0,0.0,63,0,779.0,8533.0,6,0,1,0,0.0,8533.0
0,0.0,28,0,852.0,5166.0,3,0,0,0,0.0,5166.0
0,0.107720423,47,0,0.216280839,9200.0,12,0,3,0,2.0,4782.0
0,0.06409786099999999,56,0,1387.0,4500.0,11,0,1,0,0.0,4500.0
0,0.547124146,40,0,0.121319069,9066.0,6,0,0,0,4.0,13000.0
0,0.157137145,59,0,0.26491169600000003,3000.0,8,0,0,0,1.0,1698.0
0,0.7342843809999999,45,0,11311.0,0.0,6,0,2,1,0.0,20000.0
0,0.835311508,31,1,0.332527053,7854.0,9,0,1,0,0.0,16000.0
0,0.037477248,37,0,0.079193665,8333.0,9,0,0,0,0.0,9280.0
1,0.778719498,81,0,0.53801306,4287.0,11,0,2,0,0.0,10166.0
0,0.717853471,67,0,3174.0,11666.0,15,0,3,0,0.0,11666.0
0,0.128419662,59,0,0.226433961,11000.0,10,0,1,0,0.0,8166.0
0,0.738420926,72,0,2367.0,4500.0,11,0,1,0,0.0,4500.0
0,0.086492476,64,0,0.074734316,5833.0,8,0,1,0,1.0,5800.0
0,0.9999999,26,0,0.137820513,1871.0,1,0,0,0,0.0,3534.0
0,0.347921078,42,0,0.373740482,13000.0,11,0,2,0,2.0,10166.0
0,0.194625748,31,1,0.283571758,4333.0,20,0,0,0,0.0,8000.0
0,0.958820874,56,0,0.236573549,9700.0,12,0,1,0,1.0,6204.0
0,0.122544324,57,0,0.42893401,4333.0,9,0,1,0,1.0,16000.0
0,2.258964143,33,2,0.032483758,2000.0,1,1,0,0,2.0,3534.0
0,0.187797808,85,0,790.0,13000.0,6,0,0,0,0.0,13000.0
0,0.003735788,39,0,0.459166466,4150.0,10,0,2,0,0.0,4218.0
0,0.9999999,38,0,2628.0,8533.0,6,0,1,0,0.0,8533.0
0,0.196960608,40,0,0.006959443,4166.0,1,0,0,0,0.0,3534.0
1,1.362141746,73,1,274.0,3166.0,2,3,0,1,0.0,3166.0
1,0.514353049,39,0,0.984408835,2308.0,15,0,1,0,1.0,10000.0
0,0.8224002309999999,63,0,0.515793683,2500.0,12,0,0,0,0.0,4120.0
0,0.5262016620000001,54,4,0.343546258,25000.0,9,0,3,0,1.0,3566.0
0,0.03737868,76,1,0.3727872270000001,2880.0,8,0,1,0,0.0,5800.0
0,0.08638272300000001,38,0,2615.0,8533.0,6,0,1,0,0.0,8533.0
0,0.029132576,68,0,0.008222093,10337.0,10,0,1,0,1.0,8166.0
0,0.072587125,29,0,0.046662778,12000.0,15,0,0,0,0.0,0.0
0,0.133613717,43,1,0.421048246,12000.0,14,0,3,1,2.0,10583.0
0,0.001882242,50,0,1.317473011,2500.0,9,0,2,0,1.0,6696.0
0,0.029878794,50,0,0.318734063,13333.0,11,0,3,0,1.0,9500.0
0,0.154955579,62,1,2446.0,9916.0,4,1,1,0,0.0,9916.0
0,0.016658432,53,0,0.31518720100000003,9000.0,6,0,1,0,0.0,8533.0
0,0.9999999,55,0,0.167543201,5323.0,1,1,0,1,2.0,3534.0
0,0.256314605,58,3,1.511162946,3000.0,24,0,2,0,0.0,9820.0
0,0.066113797,63,0,0.621679828,9750.0,24,0,2,0,2.0,9820.0
0,0.019327552,80,0,0.180763847,5000.0,11,0,0,0,0.0,1833.0
0,0.691722293,78,0,0.691183331,6430.0,6,0,2,0,0.0,20000.0
0,0.357684244,32,1,710.0,13000.0,6,0,0,0,0.0,13000.0
0,0.102950576,43,1,0.252274773,10000.0,18,0,3,0,3.0,9160.0
0,0.040283239,54,0,0.135553584,12400.0,11,0,1,0,0.0,4500.0
0,0.181442474,32,0,0.067877957,8750.0,2,0,0,0,0.0,3166.0
0,0.0,50,0,0.0,6250.0,4,0,0,0,0.0,6263.0
0,0.9999999,42,0,0.217236784,2250.0,1,0,0,0,2.0,3534.0
0,0.9999999,31,0,0.047961631,3335.0,2,0,0,1,4.0,3166.0
1,0.017558727,47,0,0.53540175,2513.0,10,1,1,0,0.0,8166.0
0,0.02464305,75,0,0.009947892,4221.0,10,0,0,0,1.0,11520.0
0,0.284499685,66,0,1408.0,1698.0,8,0,0,0,1.0,1698.0
0,0.224507069,58,0,1068.0,5800.0,8,0,1,0,0.0,5800.0
0,0.135083219,58,0,0.06513930700000001,10300.0,7,0,0,0,2.0,6700.0
0,0.258812185,35,0,3947.0,9916.0,4,0,1,0,0.0,9916.0
0,0.377915278,51,0,0.061148228,8830.0,5,0,0,0,1.0,2708.0
1,0.8295605859999999,34,1,0.248187953,4000.0,6,0,1,0,2.0,8533.0
0,0.631259134,39,0,0.273340433,2816.0,7,0,0,0,0.0,6700.0
0,0.50009998,34,0,0.211071821,8200.0,3,0,1,0,0.0,3100.0
0,0.112820211,81,0,0.312868713,10000.0,6,0,1,0,0.0,8533.0
1,0.232226657,59,6,6.094452774,2000.0,16,2,1,2,1.0,8800.0
0,0.323481841,26,0,262.0,5166.0,3,0,0,0,0.0,5166.0
0,0.218991588,54,0,0.586137954,3000.0,13,0,1,0,0.0,8666.0
0,0.9999999,38,0,0.110878973,6700.0,3,0,0,0,3.0,5166.0
0,0.223967181,49,0,1632.0,5800.0,8,0,1,0,0.0,5800.0
0,0.788340389,43,0,0.099845092,7100.0,3,0,0,0,1.0,5166.0
0,0.9999999,43,0,0.129623459,3000.0,1,0,0,0,0.0,3534.0
1,0.00073798,41,0,0.493126718,4000.0,4,0,1,0,2.0,9916.0
0,0.595112469,33,0,0.378525482,2020.0,3,0,0,0,0.0,5166.0
0,0.026147183,67,0,0.329780147,1500.0,7,0,1,0,0.0,5500.0
0,0.223677632,67,0,0.326283407,5200.0,4,0,1,0,2.0,9916.0
0,0.328303003,59,1,0.480057771,9000.0,9,0,2,0,0.0,6696.0
0,0.48092721,62,0,1.031724668,5200.0,14,0,3,0,1.0,10583.0
0,0.9999999,37,0,0.377631696,11256.0,11,0,2,0,1.0,10166.0
0,0.099190841,57,0,0.604398743,3500.0,9,0,2,0,0.0,6696.0
0,0.307191593,39,0,0.607185223,5900.0,5,0,2,0,0.0,11883.0
0,0.26735262600000004,72,0,0.426685865,4166.0,10,0,2,0,0.0,4218.0
0,0.163836164,53,1,0.092762895,2500.0,5,0,0,0,0.0,2708.0
0,0.820545297,45,1,3799.0,3000.0,4,0,2,0,2.0,3000.0
0,0.612030682,74,2,0.76967187,3138.0,10,1,2,0,0.0,4218.0
0,0.8046815209999999,43,0,0.533815481,10231.0,12,0,2,0,4.0,5350.0
0,0.7515857029999999,56,0,1.4785775490000002,2333.0,8,0,2,0,0.0,6400.0
0,0.6840209509999999,50,0,0.894878706,11500.0,21,0,3,0,0.0,0.0
1,0.81054584,57,2,1.141452126,3456.0,29,0,1,1,1.0,7666.0
0,0.17988008,23,0,0.003127443,2557.0,2,0,0,0,0.0,3166.0
0,0.01718597,48,0,0.348886815,7500.0,8,0,3,0,2.0,27000.0
0,0.012951764,68,0,1968.0,4741.0,5,0,1,0,0.0,4741.0
0,0.186223251,58,1,0.251769464,8900.0,11,0,1,0,3.0,4500.0
0,0.219540157,31,0,220.0,6263.0,4,0,0,0,0.0,6263.0
0,0.058309113,70,0,0.723310676,2500.0,12,0,2,0,0.0,5350.0
0,0.075662361,63,0,0.315812527,6848.0,7,0,2,0,0.0,4000.0
0,0.0,48,0,0.31834083,2000.0,5,0,0,0,1.0,2708.0
1,0.0,36,0,0.157678245,4375.0,7,0,0,0,2.0,6700.0
0,0.0,48,0,4212.0,9700.0,6,0,3,0,0.0,9700.0
0,0.9999999,59,0,0.020359935,5500.0,1,0,0,0,1.0,3534.0
0,0.0,37,1,1898.0,3100.0,3,0,1,0,0.0,3100.0
0,0.227820379,77,0,0.5549159220000001,6600.0,24,0,2,0,0.0,9820.0
0,0.0,53,0,0.0,3000.0,2,0,0,0,1.0,3166.0
0,0.149113358,68,0,0.699205217,4906.0,8,0,2,0,0.0,6400.0
0,0.726759759,55,0,0.65170345,9333.0,9,0,3,0,2.0,3566.0
0,0.047286367,69,0,0.012931608999999998,7500.0,5,0,0,0,0.0,2708.0
0,0.901408451,27,0,0.15104398,2250.0,5,0,0,0,0.0,2708.0
0,0.392192869,43,0,0.150205533,9000.0,8,0,0,0,2.0,1698.0
0,0.507497501,68,0,0.012468828,3608.0,3,0,0,0,0.0,5166.0
0,0.593788744,63,0,3400.0,12250.0,13,0,2,0,1.0,12250.0
0,0.9999999,64,0,423.0,3166.0,2,0,0,0,0.0,3166.0
0,0.443626281,53,0,0.253686578,4000.0,6,0,0,0,1.0,13000.0
0,0.120179936,52,1,0.427216786,9912.0,10,0,3,0,1.0,7499.0
0,0.017594818999999998,52,0,0.306472244,3908.0,7,0,1,0,1.0,5500.0
0,0.0,84,0,0.0,3534.0,1,0,0,0,0.0,3534.0
0,0.141762552,78,0,0.028257457000000007,5732.0,5,0,0,0,0.0,2708.0
0,0.082238982,30,0,2065.0,4000.0,7,0,2,0,0.0,4000.0
0,0.06781117,71,0,0.332303218,5500.0,19,0,2,0,1.0,9400.0
1,0.887080965,45,0,0.482275525,4710.0,4,0,1,1,2.0,9916.0
0,0.853239735,62,0,0.48771563,1912.0,4,0,0,0,0.0,6263.0
0,0.004195682,45,1,0.478190226,8000.0,12,0,2,0,1.0,5350.0
0,0.015200908,63,0,0.007998609,5750.0,3,0,0,0,0.0,5166.0
0,0.845719252,50,0,0.32333833100000003,2000.0,6,0,0,0,1.0,13000.0
0,0.760016551,48,2,0.917543584,6366.0,10,0,1,0,1.0,8166.0
0,0.9999999,41,0,0.007664112,3000.0,0,0,0,0,0.0,4083.0
0,0.251354973,39,1,0.385015331,7500.0,7,0,1,0,1.0,5500.0
0,0.065464485,80,0,0.006854172,8461.0,1,0,0,0,0.0,3534.0
0,0.020212314,55,0,0.302395774,5300.0,13,0,1,0,0.0,8666.0
0,0.239551535,51,0,0.357444651,5916.0,10,0,1,0,1.0,8166.0
